venta_id,ts,sku,categoria,rider_id,ciudad,monto_ars,canal
S003056,2026-05-24T09:00:00+00:00,SKU002,pase,R0067,Cordoba,3290,web
S003057,2026-03-27T02:00:00+00:00,SKU018,recarga,R0038,Buenos Aires,3490,web
S003058,2026-03-07T07:00:00+00:00,SKU005,pase,R0047,Cordoba,5790,app
S003059,2026-02-02T04:00:00+00:00,SKU018,recarga,R0023,Buenos Aires,3490,web
S003060,2026-05-10T14:00:00+00:00,SKU039,seguro,R0007,Cordoba,5790,web
S003061,2026-06-03T12:00:00+00:00,SKU039,seguro,R0069,Buenos Aires,14990,app
S003062,2026-03-09T12:00:00+00:00,SKU033,seguro,R0023,Buenos Aires,5990,web
S003063,2026-02-24T06:00:00+00:00,SKU039,seguro,R0027,Buenos Aires,14990,estacion
S003064,2026-01-23T18:00:00+00:00,SKU021,accesorio,R0049,Buenos Aires,9990,estacion
S003065,2026-03-06T07:00:00+00:00,SKU009,pase,R0067,Cordoba,9790,web
S003066,2026-01-19T22:00:00+00:00,SKU025,accesorio,R0049,Cordoba,9790,app
S003067,2026-03-13T05:00:00+00:00,SKU024,accesorio,R0106,Cordoba,5790,web
S003068,2026-04-29T08:00:00+00:00,SKU040,seguro,R0050,Buenos Aires,5990,estacion
S003069,2026-06-04T16:00:00+00:00,SKU003,pase,R0060,Cordoba,1890,app
S003070,2026-04-15T06:00:00+00:00,SKU025,accesorio,R0093,Buenos Aires,1990,app
S003071,2026-05-31T00:00:00+00:00,SKU036,seguro,R0029,Cordoba,3290,estacion
S003072,2026-02-08T23:00:00+00:00,SKU030,accesorio,R0041,Buenos Aires,3490,web
S003073,2026-03-24T13:00:00+00:00,SKU006,pase,R0031,Buenos Aires,9990,app
S003074,2026-02-26T17:00:00+00:00,SKU026,accesorio,R0100,Buenos Aires,9990,web
S003075,2026-01-28T16:00:00+00:00,SKU005,pase,R0050,Cordoba,5790,app
S003076,2026-02-25T00:00:00+00:00,SKU012,recarga,R0035,Buenos Aires,1990,app
S003077,2026-06-10T20:00:00+00:00,SKU028,accesorio,R0039,Buenos Aires,5990,app
S003078,2026-02-22T22:00:00+00:00,SKU003,pase,R0039,Buenos Aires,3490,web
S003079,2026-05-24T18:00:00+00:00,SKU001,pase,R0084,Cordoba,9790,app
S003080,2026-02-21T03:00:00+00:00,SKU009,pase,R0076,Buenos Aires,5990,web
S003081,2026-06-11T18:00:00+00:00,SKU022,accesorio,R0068,Buenos Aires,1990,app
S003082,2026-04-14T15:00:00+00:00,SKU032,seguro,R0087,Buenos Aires,5990,estacion
S003083,2026-06-03T09:00:00+00:00,SKU002,pase,R0026,Cordoba,3290,estacion
S003084,2026-03-03T18:00:00+00:00,SKU014,recarga,R0031,Cordoba,3290,app
S003085,2026-05-29T11:00:00+00:00,SKU015,recarga,R0009,Buenos Aires,9990,web
S003086,2026-06-11T20:00:00+00:00,SKU039,seguro,R0011,Buenos Aires,14990,web
S003087,2026-02-07T10:00:00+00:00,SKU014,recarga,R0031,Buenos Aires,9990,estacion
S003088,2026-05-31T09:00:00+00:00,SKU033,seguro,R0017,Cordoba,1890,app
S003089,2026-03-31T12:00:00+00:00,SKU019,recarga,R0046,Buenos Aires,3490,estacion
S003090,2026-03-28T08:00:00+00:00,SKU008,pase,R0059,Buenos Aires,1990,estacion
S003091,2026-02-28T21:00:00+00:00,SKU038,seguro,R0078,Cordoba,3290,app
S003092,2026-05-04T13:00:00+00:00,SKU014,recarga,R0068,Cordoba,3290,web
S003093,2026-04-27T19:00:00+00:00,SKU039,seguro,R0044,Buenos Aires,14990,app
S003094,2026-02-26T06:00:00+00:00,SKU039,seguro,R0097,Buenos Aires,14990,estacion
S003095,2026-03-29T01:00:00+00:00,SKU015,recarga,R0099,Buenos Aires,9990,app
S003096,2026-05-01T21:00:00+00:00,SKU008,pase,R0107,Buenos Aires,1990,web
S003097,2026-02-19T17:00:00+00:00,SKU021,accesorio,R0030,Cordoba,1890,estacion
S003098,2026-04-22T07:00:00+00:00,SKU018,recarga,R0013,Buenos Aires,3490,app
S003099,2026-04-22T23:00:00+00:00,SKU005,pase,R0001,Buenos Aires,5990,web
S003100,2026-03-18T06:00:00+00:00,SKU018,recarga,R0052,Cordoba,3290,app
S003101,2026-03-18T11:00:00+00:00,SKU002,pase,R0042,Cordoba,3290,web
S003102,2026-02-06T10:00:00+00:00,SKU009,pase,R0055,Cordoba,9790,web
S003103,2026-03-10T10:00:00+00:00,SKU014,recarga,R0100,Buenos Aires,9990,app
S003104,2026-02-23T15:00:00+00:00,SKU025,accesorio,R0067,Cordoba,9790,app
S003105,2026-03-07T00:00:00+00:00,SKU017,recarga,R0033,Buenos Aires,5990,app
S003106,2026-04-08T05:00:00+00:00,SKU024,accesorio,R0018,Cordoba,5790,web
S003107,2026-04-09T19:00:00+00:00,SKU018,recarga,R0064,Buenos Aires,3490,app
S003108,2026-05-24T02:00:00+00:00,SKU024,accesorio,R0076,Buenos Aires,1990,web
S003109,2026-05-01T22:00:00+00:00,SKU027,accesorio,R0050,Buenos Aires,9990,web
S003110,2026-04-18T09:00:00+00:00,SKU018,recarga,R0103,Cordoba,3290,app
S003111,2026-04-20T06:00:00+00:00,SKU040,seguro,R0118,Cordoba,5790,web
S003112,2026-04-21T09:00:00+00:00,SKU030,accesorio,R0100,Cordoba,3290,app
S003113,2026-03-15T11:00:00+00:00,SKU024,accesorio,R0008,Cordoba,5790,app
S003114,2026-04-17T08:00:00+00:00,SKU024,accesorio,R0072,Cordoba,5790,app
S003115,2026-06-12T23:00:00+00:00,SKU012,recarga,R0004,Cordoba,1890,app
S003116,2026-05-24T21:00:00+00:00,SKU030,accesorio,R0048,Cordoba,3290,web
S003117,2026-03-17T05:00:00+00:00,SKU002,pase,R0095,Cordoba,3290,estacion
S003118,2026-01-17T03:00:00+00:00,SKU030,accesorio,R0078,Buenos Aires,3490,app
S003119,2026-01-28T16:00:00+00:00,SKU009,pase,R0093,Cordoba,9790,app
S003120,2026-04-13T20:00:00+00:00,SKU037,seguro,R0097,Cordoba,5790,web
S003121,2026-05-15T09:00:00+00:00,SKU040,seguro,R0053,Buenos Aires,5990,app
S003122,2026-03-28T05:00:00+00:00,SKU004,pase,R0018,Cordoba,1890,app
S003123,2026-06-07T15:00:00+00:00,SKU003,pase,R0042,Cordoba,1890,app
S003124,2026-04-30T09:00:00+00:00,SKU019,recarga,R0029,Cordoba,5790,web
S003125,2026-01-24T22:00:00+00:00,SKU030,accesorio,R0017,Buenos Aires,3490,app
S003126,2026-04-29T13:00:00+00:00,SKU005,pase,R0037,Cordoba,5790,web
S003127,2026-01-27T20:00:00+00:00,SKU033,seguro,R0069,Cordoba,1890,app
S003128,2026-05-19T09:00:00+00:00,SKU009,pase,R0088,Buenos Aires,5990,app
S003129,2026-04-21T19:00:00+00:00,SKU040,seguro,R0112,Cordoba,5790,estacion
S003130,2026-03-14T06:00:00+00:00,SKU004,pase,R0071,Buenos Aires,9990,app
S003131,2026-03-20T15:00:00+00:00,SKU019,recarga,R0090,Cordoba,5790,app
S003132,2026-03-24T14:00:00+00:00,SKU010,pase,R0052,Cordoba,1890,web
S003133,2026-02-28T04:00:00+00:00,SKU001,pase,R0094,Cordoba,9790,app
S003134,2026-03-04T22:00:00+00:00,SKU012,recarga,R0054,Buenos Aires,1990,web
S003135,2026-05-20T17:00:00+00:00,SKU014,recarga,R0049,Buenos Aires,9990,app
S003136,2026-02-28T01:00:00+00:00,SKU018,recarga,R0009,Cordoba,3290,app
S003137,2026-01-26T23:00:00+00:00,SKU010,pase,R0029,Buenos Aires,9990,app
S003138,2026-05-06T12:00:00+00:00,SKU010,pase,R0002,Cordoba,1890,estacion
S003139,2026-02-23T10:00:00+00:00,SKU031,seguro,R0026,Cordoba,1890,estacion
S003140,2026-01-20T21:00:00+00:00,SKU022,accesorio,R0027,Buenos Aires,1990,estacion
S003141,2026-03-30T16:00:00+00:00,SKU020,recarga,R0014,Cordoba,5790,estacion
S003142,2026-05-19T22:00:00+00:00,SKU016,recarga,R0105,Buenos Aires,5990,estacion
S003143,2026-06-07T20:00:00+00:00,SKU016,recarga,R0096,Cordoba,1890,app
S003144,2026-05-12T05:00:00+00:00,SKU033,seguro,R0063,Cordoba,1890,web
S003145,2026-03-10T21:00:00+00:00,SKU031,seguro,R0017,Cordoba,1890,app
S003146,2026-06-11T05:00:00+00:00,SKU021,accesorio,R0058,Cordoba,1890,app
S003147,2026-01-18T22:00:00+00:00,SKU004,pase,R0111,Cordoba,1890,app
S003148,2026-02-06T00:00:00+00:00,SKU036,seguro,R0078,Buenos Aires,9990,app
S003149,2026-04-25T19:00:00+00:00,SKU024,accesorio,R0013,Cordoba,5790,app
S003150,2026-05-31T06:00:00+00:00,SKU008,pase,R0040,Cordoba,9790,web
S003151,2026-03-13T20:00:00+00:00,SKU036,seguro,R0097,Cordoba,3290,web
S003152,2026-03-03T05:00:00+00:00,SKU024,accesorio,R0008,Cordoba,5790,app
S003153,2026-02-21T11:00:00+00:00,SKU025,accesorio,R0060,Cordoba,9790,app
S003154,2026-03-13T05:00:00+00:00,SKU010,pase,R0105,Cordoba,1890,web
S003155,2026-04-10T17:00:00+00:00,SKU033,seguro,R0030,Cordoba,1890,web
S003156,2026-01-31T22:00:00+00:00,SKU038,seguro,R0108,Buenos Aires,1990,web
S003157,2026-03-30T07:00:00+00:00,SKU013,recarga,R0045,Buenos Aires,3490,web
S003158,2026-02-20T18:00:00+00:00,SKU036,seguro,R0063,Buenos Aires,9990,app
S003159,2026-05-05T02:00:00+00:00,SKU030,accesorio,R0032,Buenos Aires,3490,app
S003160,2026-01-21T04:00:00+00:00,SKU014,recarga,R0054,Cordoba,3290,estacion
S003161,2026-05-23T13:00:00+00:00,SKU031,seguro,R0006,Cordoba,1890,web
S003162,2026-03-05T02:00:00+00:00,SKU017,recarga,R0009,Cordoba,1890,estacion
S003163,2026-05-13T03:00:00+00:00,SKU006,pase,R0055,Cordoba,9790,app
S003164,2026-03-31T16:00:00+00:00,SKU025,accesorio,R0086,Cordoba,9790,app
S003165,2026-03-03T15:00:00+00:00,SKU001,pase,R0109,Cordoba,9790,estacion
S003166,2026-03-28T21:00:00+00:00,SKU002,pase,R0058,Cordoba,3290,app
S003167,2026-03-07T17:00:00+00:00,SKU018,recarga,R0106,Cordoba,3290,estacion
S003168,2026-06-09T18:00:00+00:00,SKU023,accesorio,R0092,Cordoba,5790,web
S003169,2026-01-18T12:00:00+00:00,SKU021,accesorio,R0083,Buenos Aires,9990,app
S003170,2026-04-01T19:00:00+00:00,SKU014,recarga,R0105,Cordoba,3290,app
S003171,2026-02-24T18:00:00+00:00,SKU012,recarga,R0008,Buenos Aires,1990,app
S003172,2026-04-21T03:00:00+00:00,SKU022,accesorio,R0091,Cordoba,3290,app
S003173,2026-05-02T22:00:00+00:00,SKU028,accesorio,R0109,Buenos Aires,5990,estacion
S003174,2026-01-21T04:00:00+00:00,SKU019,recarga,R0058,Cordoba,5790,estacion
S003175,2026-03-26T21:00:00+00:00,SKU014,recarga,R0033,Buenos Aires,9990,app
S003176,2026-02-22T16:00:00+00:00,SKU010,pase,R0083,Cordoba,1890,app
S003177,2026-05-30T20:00:00+00:00,SKU028,accesorio,R0118,Cordoba,9790,app
S003178,2026-04-15T11:00:00+00:00,SKU029,accesorio,R0045,Cordoba,1890,app
S003179,2026-02-04T18:00:00+00:00,SKU023,accesorio,R0068,Buenos Aires,14990,app
S003180,2026-03-10T09:00:00+00:00,SKU003,pase,R0045,Cordoba,1890,app
S003181,2026-04-21T02:00:00+00:00,SKU018,recarga,R0020,Cordoba,3290,app
S003182,2026-04-06T10:00:00+00:00,SKU002,pase,R0025,Buenos Aires,9990,web
S003183,2026-06-09T18:00:00+00:00,SKU011,recarga,R0000,Cordoba,9790,app
S003184,2026-03-11T10:00:00+00:00,SKU032,seguro,R0098,Cordoba,9790,app
S003185,2026-05-19T13:00:00+00:00,SKU009,pase,R0044,Buenos Aires,5990,web
S003186,2026-04-30T02:00:00+00:00,SKU008,pase,R0116,Buenos Aires,1990,estacion
S003187,2026-05-23T09:00:00+00:00,SKU009,pase,R0009,Cordoba,9790,app
S003188,2026-02-12T09:00:00+00:00,SKU011,recarga,R0108,Buenos Aires,3490,web
S003189,2026-04-01T01:00:00+00:00,SKU033,seguro,R0051,Buenos Aires,5990,estacion
S003190,2026-02-16T21:00:00+00:00,SKU028,accesorio,R0112,Buenos Aires,5990,app
S003191,2026-01-21T17:00:00+00:00,SKU015,recarga,R0119,Cordoba,3290,app
S003192,2026-03-27T14:00:00+00:00,SKU023,accesorio,R0039,Cordoba,5790,app
S003193,2026-05-28T20:00:00+00:00,SKU030,accesorio,R0006,Buenos Aires,3490,app
S003194,2026-02-06T18:00:00+00:00,SKU005,pase,R0079,Buenos Aires,5990,web
S003195,2026-03-01T18:00:00+00:00,SKU034,seguro,R0030,Cordoba,5790,estacion
S003196,2026-01-18T07:00:00+00:00,SKU004,pase,R0078,Cordoba,1890,app
S003197,2026-05-17T19:00:00+00:00,SKU015,recarga,R0076,Buenos Aires,9990,app
S003198,2026-05-12T14:00:00+00:00,SKU004,pase,R0011,Cordoba,1890,estacion
S003199,2026-02-22T02:00:00+00:00,SKU011,recarga,R0101,Buenos Aires,3490,app
S003200,2026-04-07T02:00:00+00:00,SKU013,recarga,R0041,Cordoba,5790,app
S003201,2026-05-18T15:00:00+00:00,SKU006,pase,R0017,Cordoba,9790,estacion
S003202,2026-02-03T02:00:00+00:00,SKU037,seguro,R0059,Cordoba,5790,app
S003203,2026-03-23T05:00:00+00:00,SKU034,seguro,R0063,Cordoba,5790,web
S003204,2026-03-03T14:00:00+00:00,SKU008,pase,R0030,Buenos Aires,1990,web
S003205,2026-02-14T11:00:00+00:00,SKU038,seguro,R0052,Cordoba,3290,app
S003206,2026-02-21T05:00:00+00:00,SKU027,accesorio,R0109,Cordoba,3290,app
S003207,2026-05-31T06:00:00+00:00,SKU034,seguro,R0059,Cordoba,5790,estacion
S003208,2026-05-20T02:00:00+00:00,SKU009,pase,R0019,Cordoba,9790,web
S003209,2026-01-31T15:00:00+00:00,SKU014,recarga,R0078,Buenos Aires,9990,estacion
S003210,2026-04-14T14:00:00+00:00,SKU003,pase,R0069,Cordoba,1890,estacion
S003211,2026-04-04T19:00:00+00:00,SKU038,seguro,R0050,Buenos Aires,1990,app
S003212,2026-05-14T07:00:00+00:00,SKU034,seguro,R0115,Cordoba,5790,app
S003213,2026-01-29T11:00:00+00:00,SKU003,pase,R0093,Cordoba,1890,web
S003214,2026-01-23T05:00:00+00:00,SKU040,seguro,R0023,Cordoba,5790,app
S003215,2026-02-05T03:00:00+00:00,SKU028,accesorio,R0035,Cordoba,9790,estacion
S003216,2026-01-19T19:00:00+00:00,SKU020,recarga,R0041,Cordoba,5790,app
S003217,2026-03-17T17:00:00+00:00,SKU029,accesorio,R0020,Buenos Aires,9990,web
S003218,2026-06-05T22:00:00+00:00,SKU016,recarga,R0052,Cordoba,1890,app
S003219,2026-01-21T12:00:00+00:00,SKU014,recarga,R0052,Cordoba,3290,estacion
S003220,2026-03-07T19:00:00+00:00,SKU022,accesorio,R0016,Buenos Aires,1990,app
S003221,2026-05-31T13:00:00+00:00,SKU022,accesorio,R0028,Cordoba,3290,app
S003222,2026-04-29T23:00:00+00:00,SKU001,pase,R0105,Buenos Aires,14990,estacion
S003223,2026-04-06T12:00:00+00:00,SKU004,pase,R0001,Buenos Aires,9990,estacion
S003224,2026-01-19T13:00:00+00:00,SKU012,recarga,R0084,Buenos Aires,1990,estacion
S003225,2026-06-04T03:00:00+00:00,SKU029,accesorio,R0030,Buenos Aires,9990,web
S003226,2026-04-13T17:00:00+00:00,SKU032,seguro,R0075,Buenos Aires,5990,web
S003227,2026-04-16T11:00:00+00:00,SKU039,seguro,R0010,Cordoba,5790,estacion
S003228,2026-05-22T18:00:00+00:00,SKU040,seguro,R0116,Buenos Aires,5990,app
S003229,2026-04-22T19:00:00+00:00,SKU022,accesorio,R0018,Buenos Aires,1990,estacion
S003230,2026-05-13T10:00:00+00:00,SKU008,pase,R0086,Cordoba,9790,app
S003231,2026-01-18T09:00:00+00:00,SKU023,accesorio,R0074,Buenos Aires,14990,app
S003232,2026-02-08T10:00:00+00:00,SKU024,accesorio,R0094,Buenos Aires,1990,estacion
S003233,2026-02-19T12:00:00+00:00,SKU034,seguro,R0116,Cordoba,5790,app
S003234,2026-03-23T00:00:00+00:00,SKU011,recarga,R0105,Buenos Aires,3490,app
S003235,2026-02-08T11:00:00+00:00,SKU033,seguro,R0093,Buenos Aires,5990,estacion
S003236,2026-05-31T12:00:00+00:00,SKU020,recarga,R0002,Cordoba,5790,web
S003237,2026-01-24T22:00:00+00:00,SKU028,accesorio,R0090,Buenos Aires,5990,web
S003238,2026-02-06T16:00:00+00:00,SKU020,recarga,R0000,Cordoba,5790,web
S003239,2026-03-24T09:00:00+00:00,SKU024,accesorio,R0097,Buenos Aires,1990,app
S003240,2026-04-25T02:00:00+00:00,SKU003,pase,R0050,Cordoba,1890,app
S003241,2026-03-26T16:00:00+00:00,SKU022,accesorio,R0100,Buenos Aires,1990,web
S003242,2026-06-05T21:00:00+00:00,SKU018,recarga,R0018,Cordoba,3290,web
S003243,2026-03-20T05:00:00+00:00,SKU003,pase,R0005,Cordoba,1890,app
S003244,2026-04-08T15:00:00+00:00,SKU011,recarga,R0064,Buenos Aires,3490,app
S003245,2026-02-20T09:00:00+00:00,SKU010,pase,R0026,Cordoba,1890,app
S003246,2026-03-19T07:00:00+00:00,SKU029,accesorio,R0067,Buenos Aires,9990,estacion
S003247,2026-02-09T21:00:00+00:00,SKU002,pase,R0021,Cordoba,3290,estacion
S003248,2026-05-02T18:00:00+00:00,SKU027,accesorio,R0084,Cordoba,3290,web
S003249,2026-02-07T22:00:00+00:00,SKU030,accesorio,R0116,Buenos Aires,3490,app
S003250,2026-05-08T04:00:00+00:00,SKU020,recarga,R0021,Buenos Aires,1990,web
S003251,2026-04-14T11:00:00+00:00,SKU032,seguro,R0052,Buenos Aires,5990,web
S003252,2026-03-19T21:00:00+00:00,SKU024,accesorio,R0063,Buenos Aires,1990,estacion
S003253,2026-05-17T14:00:00+00:00,SKU034,seguro,R0116,Cordoba,5790,web
S003254,2026-02-09T20:00:00+00:00,SKU018,recarga,R0025,Buenos Aires,3490,app
S003255,2026-05-07T04:00:00+00:00,SKU005,pase,R0102,Cordoba,5790,app
S003256,2026-04-13T12:00:00+00:00,SKU017,recarga,R0094,Buenos Aires,5990,web
S003257,2026-03-20T01:00:00+00:00,SKU024,accesorio,R0114,Cordoba,5790,app
S003258,2026-02-15T04:00:00+00:00,SKU006,pase,R0020,Cordoba,9790,app
S003259,2026-05-15T08:00:00+00:00,SKU015,recarga,R0087,Cordoba,3290,app
S003260,2026-05-29T03:00:00+00:00,SKU025,accesorio,R0080,Buenos Aires,1990,estacion
S003261,2026-05-21T08:00:00+00:00,SKU011,recarga,R0029,Buenos Aires,3490,estacion
S003262,2026-01-22T01:00:00+00:00,SKU033,seguro,R0002,Cordoba,1890,app
S003263,2026-05-17T02:00:00+00:00,SKU022,accesorio,R0097,Cordoba,3290,app
S003264,2026-03-31T07:00:00+00:00,SKU017,recarga,R0068,Buenos Aires,5990,app
S003265,2026-05-13T04:00:00+00:00,SKU025,accesorio,R0050,Cordoba,9790,app
S003266,2026-04-20T00:00:00+00:00,SKU040,seguro,R0029,Cordoba,5790,app
S003267,2026-06-07T14:00:00+00:00,SKU005,pase,R0000,Cordoba,5790,estacion
S003268,2026-04-24T15:00:00+00:00,SKU033,seguro,R0072,Buenos Aires,5990,estacion
S003269,2026-06-12T17:00:00+00:00,SKU035,seguro,R0094,Cordoba,9790,web
S003270,2026-05-04T17:00:00+00:00,SKU006,pase,R0112,Buenos Aires,9990,app
S003271,2026-03-11T21:00:00+00:00,SKU009,pase,R0098,Buenos Aires,5990,estacion
S003272,2026-02-25T22:00:00+00:00,SKU022,accesorio,R0001,Cordoba,3290,app
S003273,2026-05-27T22:00:00+00:00,SKU004,pase,R0012,Buenos Aires,9990,app
S003274,2026-04-25T06:00:00+00:00,SKU009,pase,R0042,Cordoba,9790,web
S003275,2026-02-06T18:00:00+00:00,SKU011,recarga,R0050,Buenos Aires,3490,app
S003276,2026-01-24T15:00:00+00:00,SKU031,seguro,R0011,Buenos Aires,9990,app
S003277,2026-02-12T16:00:00+00:00,SKU017,recarga,R0026,Buenos Aires,5990,web
S003278,2026-04-10T05:00:00+00:00,SKU002,pase,R0071,Cordoba,3290,app
S003279,2026-04-14T09:00:00+00:00,SKU027,accesorio,R0103,Buenos Aires,9990,app
S003280,2026-05-28T11:00:00+00:00,SKU028,accesorio,R0037,Cordoba,9790,app
S003281,2026-01-21T08:00:00+00:00,SKU024,accesorio,R0085,Cordoba,5790,app
S003282,2026-01-23T22:00:00+00:00,SKU027,accesorio,R0112,Buenos Aires,9990,estacion
S003283,2026-03-30T12:00:00+00:00,SKU001,pase,R0078,Cordoba,9790,web
S003284,2026-02-20T14:00:00+00:00,SKU016,recarga,R0014,Cordoba,1890,web
S003285,2026-04-03T17:00:00+00:00,SKU037,seguro,R0031,Cordoba,5790,estacion
S003286,2026-01-30T00:00:00+00:00,SKU013,recarga,R0006,Cordoba,5790,app
S003287,2026-06-10T17:00:00+00:00,SKU019,recarga,R0034,Cordoba,5790,web
S003288,2026-04-15T10:00:00+00:00,SKU008,pase,R0096,Cordoba,9790,estacion
S003289,2026-02-05T04:00:00+00:00,SKU011,recarga,R0042,Cordoba,9790,app
S003290,2026-05-07T18:00:00+00:00,SKU012,recarga,R0077,Cordoba,1890,web
S003291,2026-03-06T15:00:00+00:00,SKU012,recarga,R0094,Cordoba,1890,app
S003292,2026-05-25T23:00:00+00:00,SKU008,pase,R0015,Buenos Aires,1990,estacion
S003293,2026-03-28T07:00:00+00:00,SKU008,pase,R0098,Buenos Aires,1990,app
S003294,2026-05-16T11:00:00+00:00,SKU034,seguro,R0016,Cordoba,5790,app
S003295,2026-05-22T14:00:00+00:00,SKU039,seguro,R0058,Cordoba,5790,app
S003296,2026-05-06T19:00:00+00:00,SKU035,seguro,R0018,Cordoba,9790,estacion
S003297,2026-01-18T06:00:00+00:00,SKU039,seguro,R0062,Cordoba,5790,web
S003298,2026-01-22T05:00:00+00:00,SKU014,recarga,R0032,Buenos Aires,9990,app
S003299,2026-04-30T14:00:00+00:00,SKU020,recarga,R0010,Buenos Aires,1990,web
S003300,2026-06-08T21:00:00+00:00,SKU038,seguro,R0040,Cordoba,3290,estacion
S003301,2026-05-01T05:00:00+00:00,SKU005,pase,R0066,Buenos Aires,5990,app
S003302,2026-04-05T19:00:00+00:00,SKU026,accesorio,R0109,Buenos Aires,9990,app
S003303,2026-04-08T19:00:00+00:00,SKU035,seguro,R0042,Cordoba,9790,web
S003304,2026-06-13T07:00:00+00:00,SKU033,seguro,R0114,Buenos Aires,5990,web
S003305,2026-03-26T12:00:00+00:00,SKU014,recarga,R0089,Cordoba,3290,app
S003306,2026-03-30T00:00:00+00:00,SKU028,accesorio,R0097,Cordoba,9790,app
S003307,2026-04-04T10:00:00+00:00,SKU020,recarga,R0012,Cordoba,5790,app
S003308,2026-03-12T17:00:00+00:00,SKU002,pase,R0021,Buenos Aires,9990,app
S003309,2026-03-03T19:00:00+00:00,SKU003,pase,R0104,Cordoba,1890,app
S003310,2026-06-09T14:00:00+00:00,SKU008,pase,R0074,Cordoba,9790,app
S003311,2026-01-22T09:00:00+00:00,SKU029,accesorio,R0049,Buenos Aires,9990,app
S003312,2026-04-23T17:00:00+00:00,SKU038,seguro,R0000,Buenos Aires,1990,estacion
S003313,2026-04-10T09:00:00+00:00,SKU006,pase,R0051,Buenos Aires,9990,estacion
S003314,2026-02-06T10:00:00+00:00,SKU027,accesorio,R0029,Buenos Aires,9990,app
S003315,2026-04-16T19:00:00+00:00,SKU006,pase,R0092,Cordoba,9790,app
S003316,2026-03-31T23:00:00+00:00,SKU034,seguro,R0092,Buenos Aires,1990,app
S003317,2026-02-16T00:00:00+00:00,SKU039,seguro,R0070,Buenos Aires,14990,web
S003318,2026-06-11T19:00:00+00:00,SKU011,recarga,R0001,Buenos Aires,3490,web
S003319,2026-03-23T14:00:00+00:00,SKU027,accesorio,R0025,Cordoba,3290,app
S003320,2026-02-18T11:00:00+00:00,SKU027,accesorio,R0059,Cordoba,3290,app
S003321,2026-01-29T06:00:00+00:00,SKU004,pase,R0107,Buenos Aires,9990,app
S003322,2026-05-02T22:00:00+00:00,SKU036,seguro,R0107,Buenos Aires,9990,app
S003323,2026-01-25T16:00:00+00:00,SKU030,accesorio,R0038,Buenos Aires,3490,estacion
S003324,2026-03-13T02:00:00+00:00,SKU040,seguro,R0039,Buenos Aires,5990,web
S003325,2026-06-04T03:00:00+00:00,SKU002,pase,R0088,Cordoba,3290,estacion
S003326,2026-04-09T22:00:00+00:00,SKU016,recarga,R0025,Cordoba,1890,web
S003327,2026-05-27T00:00:00+00:00,SKU037,seguro,R0087,Cordoba,5790,app
S003328,2026-03-22T21:00:00+00:00,SKU031,seguro,R0000,Cordoba,1890,app
S003329,2026-04-19T08:00:00+00:00,SKU032,seguro,R0097,Buenos Aires,5990,web
S003330,2026-01-20T21:00:00+00:00,SKU003,pase,R0070,Buenos Aires,3490,app
S003331,2026-01-26T12:00:00+00:00,SKU034,seguro,R0099,Buenos Aires,1990,app
S003332,2026-02-06T14:00:00+00:00,SKU033,seguro,R0002,Buenos Aires,5990,app
S003333,2026-05-02T10:00:00+00:00,SKU004,pase,R0028,Buenos Aires,9990,estacion
S003334,2026-05-14T21:00:00+00:00,SKU020,recarga,R0109,Buenos Aires,1990,app
S003335,2026-02-06T19:00:00+00:00,SKU018,recarga,R0095,Cordoba,3290,estacion
S003336,2026-04-24T20:00:00+00:00,SKU005,pase,R0111,Cordoba,5790,app
S003337,2026-05-26T07:00:00+00:00,SKU035,seguro,R0076,Buenos Aires,1990,app
S003338,2026-01-22T02:00:00+00:00,SKU005,pase,R0118,Buenos Aires,5990,web
S003339,2026-05-27T23:00:00+00:00,SKU003,pase,R0062,Cordoba,1890,app
S003340,2026-05-16T12:00:00+00:00,SKU036,seguro,R0021,Cordoba,3290,app
S003341,2026-05-24T23:00:00+00:00,SKU022,accesorio,R0073,Buenos Aires,1990,app
S003342,2026-02-25T04:00:00+00:00,SKU023,accesorio,R0045,Buenos Aires,14990,web
S003343,2026-06-03T12:00:00+00:00,SKU016,recarga,R0106,Cordoba,1890,web
S003344,2026-04-24T20:00:00+00:00,SKU013,recarga,R0058,Buenos Aires,3490,app
S003345,2026-03-13T15:00:00+00:00,SKU011,recarga,R0088,Cordoba,9790,web
S003346,2026-06-07T18:00:00+00:00,SKU010,pase,R0103,Cordoba,1890,estacion
S003347,2026-03-13T05:00:00+00:00,SKU019,recarga,R0037,Buenos Aires,3490,app
S003348,2026-04-03T21:00:00+00:00,SKU028,accesorio,R0090,Buenos Aires,5990,web
S003349,2026-04-18T07:00:00+00:00,SKU002,pase,R0008,Buenos Aires,9990,web
S003350,2026-04-29T13:00:00+00:00,SKU038,seguro,R0062,Buenos Aires,1990,web
S003351,2026-04-05T00:00:00+00:00,SKU029,accesorio,R0021,Buenos Aires,9990,web
S003352,2026-02-16T14:00:00+00:00,SKU006,pase,R0032,Cordoba,9790,estacion
S003353,2026-04-07T16:00:00+00:00,SKU038,seguro,R0015,Buenos Aires,1990,estacion
S003354,2026-04-05T02:00:00+00:00,SKU019,recarga,R0105,Cordoba,5790,app
S003355,2026-05-25T19:00:00+00:00,SKU037,seguro,R0027,Buenos Aires,14990,app
S003356,2026-05-24T00:00:00+00:00,SKU037,seguro,R0037,Cordoba,5790,app
